GrantId,PersonID,Role,YearofBirth,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C,teamSize
248,4502,CHIEF_INVESTIGATOR,1955,No,0,1,2,4,8,15,2,2
248,28607,CHIEF_INVESTIGATOR,1965,Yes,0,2,1,0,0,0,0,2
249,64307,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,6,7,0,2,1
250,22707,CHIEF_INVESTIGATOR,1965,No,0,0,0,1,4,1,3,4
250,8377,CHIEF_INVESTIGATOR,1955,Yes,5,1,0,0,0,0,0,4
250,74047,CHIEF_INVESTIGATOR,1960,Yes,10,1,1,1,2,0,1,4
250,79477,CHIEF_INVESTIGATOR,1960,No,0,0,0,3,3,2,0,4
252,8012,CHIEF_INVESTIGATOR,1960,Yes,5,1,1,0,0,0,1,2
252,70827,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,2
254,10522,CHIEF_INVESTIGATOR,1965,Yes,5,1,0,19,9,1,0,2
254,141012,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,0,0,2
255,74142,CHIEF_INVESTIGATOR,1970,Yes,5,0,3,1,0,4,0,1
256,593492,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,1,1,1,1
257,176127,CHIEF_INVESTIGATOR,1975,No,0,1,0,1,0,0,1,1
258,636257,CHIEF_INVESTIGATOR,1980,No,0,1,0,2,1,0,0,2
258,67647,CHIEF_INVESTIGATOR,1965,Yes,5,1,6,0,0,0,0,2
260,1797,CHIEF_INVESTIGATOR,1960,Yes,5,2,7,0,8,4,0,1
261,2252,CHIEF_INVESTIGATOR,1960,No,10,1,1,3,0,10,2,1
264,5287,CHIEF_INVESTIGATOR,1960,Yes,0,2,1,8,3,1,0,1
265,11837,PRINCIPAL_SUPERVISOR,1950,Yes,5,0,0,0,0,0,2,1
266,28622,CHIEF_INVESTIGATOR,1960,Yes,0,1,0,0,4,0,2,1
267,12957,CHIEF_INVESTIGATOR,1965,Yes,5,1,6,10,6,8,1,1
268,6712,CHIEF_INVESTIGATOR,1950,No,0,1,1,0,1,1,1,1
269,70322,CHIEF_INVESTIGATOR,1945,Yes,10,1,0,0,0,5,6,1
270,82527,CHIEF_INVESTIGATOR,1955,Yes,10,1,0,2,2,0,0,2
270,78612,PRINCIPAL_SUPERVISOR,1945,Yes,0,0,0,0,0,0,0,2
271,4797,CHIEF_INVESTIGATOR,1965,No,0,2,0,0,2,0,1,1
272,44697,CHIEF_INVESTIGATOR,1965,No,0,2,0,1,1,0,0,1
274,64077,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,1,2,0,0,1
277,28607,CHIEF_INVESTIGATOR,1965,Yes,0,2,1,1,11,4,5,1
278,80387,CHIEF_INVESTIGATOR,1945,No,0,0,1,2,0,0,0,1
279,71442,CHIEF_INVESTIGATOR,1965,Yes,0,1,1,0,1,3,1,1
280,9417,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,1,0,0,4,2
280,68587,CHIEF_INVESTIGATOR,1955,Yes,10,0,1,0,0,0,0,2
282,64347,CHIEF_INVESTIGATOR,1945,No,15,0,1,4,13,19,14,1
283,106227,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,0,0,0,1
284,15282,CHIEF_INVESTIGATOR,1965,Yes,5,1,1,1,1,2,0,1
285,66917,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,0,3,1,1
287,70322,CHIEF_INVESTIGATOR,1945,Yes,10,1,0,0,0,5,6,3
287,80687,CHIEF_INVESTIGATOR,1950,Yes,5,0,0,0,0,0,0,3
287,8047,CHIEF_INVESTIGATOR,1950,No,5,0,0,0,0,0,1,3
289,66932,CHIEF_INVESTIGATOR,1940,No,15,0,1,0,3,7,5,1
291,4492,CHIEF_INVESTIGATOR,1950,Yes,5,0,0,1,3,2,2,2
291,63507,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,0,0,0,0,2
292,111122,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,2,2,4,0,2
292,19517,CHIEF_INVESTIGATOR,1965,Yes,0,2,1,0,0,0,0,2
293,17367,CHIEF_INVESTIGATOR,1960,Yes,0,0,3,2,1,3,2,1
294,34502,CHIEF_INVESTIGATOR,1970,Yes,0,0,2,4,0,1,0,1
295,113607,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,1,0,2,2
295,67852,CHIEF_INVESTIGATOR,1950,Yes,10,1,0,0,0,0,0,2
296,122392,CHIEF_INVESTIGATOR,1975,No,0,0,2,0,0,0,0,1
298,74162,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,10,19,7,6,1
299,66187,CHIEF_INVESTIGATOR,1965,No,0,0,1,5,4,3,1,1
300,130642,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,0,1,0,0,1
302,74077,CHIEF_INVESTIGATOR,1955,No,0,0,1,11,3,1,3,3
302,76432,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,3
302,68517,CHIEF_INVESTIGATOR,1945,No,0,1,0,25,30,23,12,3
303,72622,CHIEF_INVESTIGATOR,1935,No,0,0,2,0,0,0,0,2
303,147827,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,0,0,0,0,2
304,3327,CHIEF_INVESTIGATOR,1950,Yes,5,1,0,0,1,0,1,1
305,77582,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,0,0,4
305,17857,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,4
305,63782,CHIEF_INVESTIGATOR,1950,Yes,15,2,3,11,13,7,3,4
305,70652,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,11,2,4
306,22982,PRINCIPAL_SUPERVISOR,1960,Yes,5,1,0,13,5,4,0,1
307,12542,PRINCIPAL_SUPERVISOR,1965,No,0,0,0,0,2,3,0,2
307,81792,CHIEF_INVESTIGATOR,1950,Yes,15,2,0,0,0,0,0,2
308,68817,CHIEF_INVESTIGATOR,1955,Yes,10,0,2,3,10,4,1,2
308,74692,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,0,0,0,0,2
311,129752,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,0,5,0,0,4
311,78132,CHIEF_INVESTIGATOR,1970,Yes,5,0,0,0,0,0,0,4
311,63232,CHIEF_INVESTIGATOR,1960,Yes,5,0,0,1,11,13,1,4
311,14507,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,1,1,2,0,4
312,361647,CHIEF_INVESTIGATOR,1955,Yes,0,2,0,0,1,1,1,1
313,67577,CHIEF_INVESTIGATOR,1945,No,0,1,0,0,0,0,0,1
316,75652,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,1,5,0,1
317,70947,PRINCIPAL_SUPERVISOR,1960,Yes,5,1,2,1,3,3,4,1
318,74162,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,10,19,7,6,1
320,2477,CHIEF_INVESTIGATOR,1965,Yes,10,0,1,2,2,0,0,1
321,32522,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,0,2,2,0,1
322,85642,CHIEF_INVESTIGATOR,1955,Yes,0,1,5,16,21,24,6,1
323,12282,PRINCIPAL_SUPERVISOR,1965,No,0,0,0,0,0,1,2,1
324,537,CHIEF_INVESTIGATOR,1965,Yes,10,2,0,9,9,13,2,1
325,32892,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,4,1,0,0,1
326,73547,CHIEF_INVESTIGATOR,1940,No,0,0,2,4,10,4,6,1
327,23442,CHIEF_INVESTIGATOR,1970,No,0,2,0,10,7,4,0,1
328,720017,CHIEF_INVESTIGATOR,1960,No,0,2,0,0,0,0,0,2
328,734322,CHIEF_INVESTIGATOR,1965,No,0,0,5,0,0,0,0,2
329,20357,PRINCIPAL_SUPERVISOR,1965,Yes,5,1,0,2,7,4,1,1
330,45462,CHIEF_INVESTIGATOR,1945,No,0,1,1,27,8,4,0,1
331,78782,PRINCIPAL_SUPERVISOR,1955,Yes,5,4,0,0,3,13,3,1
332,730232,CHIEF_INVESTIGATOR,1970,No,0,0,1,0,0,0,0,1
333,612,DELEGATED_RESEARCHER,1960,Yes,10,0,1,7,1,2,0,2
333,35562,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,0,0,0,0,2
334,79242,CHIEF_INVESTIGATOR,1945,Yes,15,0,2,0,9,7,2,1
335,6747,CHIEF_INVESTIGATOR,1955,Yes,0,0,2,0,1,1,1,1
336,69812,CHIEF_INVESTIGATOR,1960,No,5,1,5,10,7,9,1,1
337,1797,CHIEF_INVESTIGATOR,1960,Yes,5,2,7,0,8,4,0,1
338,66782,CHIEF_INVESTIGATOR,1955,No,0,0,0,4,3,3,2,1
339,573352,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,1
340,3762,CHIEF_INVESTIGATOR,1960,Yes,10,0,2,4,3,5,0,1
343,62902,CHIEF_INVESTIGATOR,1950,No,0,1,0,0,0,0,0,1
344,66737,CHIEF_INVESTIGATOR,1955,Yes,5,0,1,0,3,6,4,2
344,76682,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,2
345,80377,CHIEF_INVESTIGATOR,1945,Yes,15,3,1,4,4,6,1,1
346,103002,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,1
347,24017,PRINCIPAL_SUPERVISOR,1970,Yes,5,1,1,6,2,2,0,1
348,69222,CHIEF_INVESTIGATOR,1965,No,0,1,2,5,14,6,1,1
349,69812,CHIEF_INVESTIGATOR,1960,No,5,1,5,10,7,9,1,1
351,9657,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,0,4,0,3,4
351,726602,CHIEF_INVESTIGATOR,1970,No,0,1,0,0,0,0,0,4
351,9107,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,2,3,10,2,4
351,4992,CHIEF_INVESTIGATOR,1960,Yes,5,0,0,4,19,9,13,4
353,636677,CHIEF_INVESTIGATOR,1980,Yes,0,1,0,0,0,0,0,2
353,74827,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,0,0,0,0,2
354,129757,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,1,1,0,0,1
355,1737,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,4,7,7,3,2
355,74527,CHIEF_INVESTIGATOR,1950,Yes,5,0,0,0,0,0,0,2
356,75972,CHIEF_INVESTIGATOR,1960,Yes,0,1,0,3,2,3,3,3
356,68622,CHIEF_INVESTIGATOR,1955,No,15,0,0,0,0,0,0,3
356,52602,CHIEF_INVESTIGATOR,1975,Yes,0,0,0,3,5,2,1,3
357,16137,CHIEF_INVESTIGATOR,1950,No,5,1,5,4,3,1,0,1
358,7952,CHIEF_INVESTIGATOR,1965,Yes,5,1,1,2,3,3,2,1
359,81187,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,5,2,10,0,2
359,752,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,0,0,0,0,2
360,85862,CHIEF_INVESTIGATOR,1950,No,0,1,0,0,3,4,2,1
361,74162,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,10,19,7,6,1
362,111192,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,2,14,7,9,1
363,63192,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,1,1,0,2
363,35137,CHIEF_INVESTIGATOR,1970,No,0,1,0,0,0,0,0,2
365,98212,CHIEF_INVESTIGATOR,1965,No,15,1,1,9,7,3,0,1
366,491302,CHIEF_INVESTIGATOR,1955,Yes,0,0,1,0,5,0,0,1
367,79032,DELEGATED_RESEARCHER,1955,Yes,15,0,1,4,9,5,2,1
368,63137,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,0,4,1,0,1
370,33312,PRINCIPAL_SUPERVISOR,1965,Yes,0,0,0,2,2,2,1,1
372,713112,CHIEF_INVESTIGATOR,1975,No,0,0,2,0,0,0,0,1
373,25662,CHIEF_INVESTIGATOR,1975,Yes,0,1,1,7,5,3,0,1
374,159607,CHIEF_INVESTIGATOR,1955,Yes,0,0,2,0,5,5,5,1
375,147717,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,2,1,0,0,1
376,55437,CHIEF_INVESTIGATOR,1940,Yes,0,0,4,4,0,1,1,1
377,67647,CHIEF_INVESTIGATOR,1965,Yes,5,1,6,9,8,8,4,1
378,12887,CHIEF_INVESTIGATOR,1960,Yes,0,0,1,8,7,5,0,1
380,78637,CHIEF_INVESTIGATOR,1950,No,10,0,1,2,3,2,0,2
380,140292,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,2
381,23412,DELEGATED_RESEARCHER,1975,No,0,0,0,0,0,0,0,1
382,63782,CHIEF_INVESTIGATOR,1950,Yes,15,2,3,11,13,7,3,1
383,697842,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,0,0,1
384,73652,CHIEF_INVESTIGATOR,1950,Yes,5,0,2,0,2,0,1,1
385,18752,CHIEF_INVESTIGATOR,1965,No,5,0,1,0,0,0,0,1
386,58747,CHIEF_INVESTIGATOR,1980,Yes,0,1,0,0,0,0,0,1
388,89902,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,1,0,1
389,329757,CHIEF_INVESTIGATOR,1950,No,0,0,0,0,0,0,0,2
389,82502,CHIEF_INVESTIGATOR,1960,No,5,4,1,0,0,0,0,2
390,28607,CHIEF_INVESTIGATOR,1965,Yes,0,2,1,1,11,4,5,1
391,612,DELEGATED_RESEARCHER,1960,Yes,10,0,1,7,1,2,0,3
391,5287,CHIEF_INVESTIGATOR,1960,Yes,0,2,1,0,0,0,0,3
391,8867,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,1,12,7,1,3
392,34737,CHIEF_INVESTIGATOR,1970,Yes,0,1,5,1,6,6,1,2
392,2022,CHIEF_INVESTIGATOR,1965,Yes,5,0,0,0,0,0,0,2
393,22077,CHIEF_INVESTIGATOR,1955,No,0,0,0,7,1,2,1,2
393,116582,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,2
394,720017,CHIEF_INVESTIGATOR,1960,No,0,2,0,0,0,0,0,3
394,79057,CHIEF_INVESTIGATOR,1955,No,5,1,0,0,0,0,0,3
394,67467,CHIEF_INVESTIGATOR,1955,No,5,2,0,2,2,3,0,3
395,81187,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,5,2,10,0,4
395,13612,CHIEF_INVESTIGATOR,1965,Yes,5,0,0,0,0,0,0,4
395,63177,CHIEF_INVESTIGATOR,1960,Yes,0,0,0,0,2,1,0,4
395,66917,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,0,3,1,4
396,74162,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,10,19,7,6,2
396,67282,CHIEF_INVESTIGATOR,1965,Yes,5,0,2,0,0,0,0,2
397,63782,CHIEF_INVESTIGATOR,1950,Yes,15,2,3,11,13,7,3,1
398,79242,CHIEF_INVESTIGATOR,1945,Yes,15,0,2,0,9,7,2,1
399,675742,CHIEF_INVESTIGATOR,1970,No,0,0,1,0,0,0,0,1
400,23912,CHIEF_INVESTIGATOR,1965,No,0,0,2,0,0,2,3,1
401,66092,CHIEF_INVESTIGATOR,1960,Yes,10,0,2,2,9,3,2,1
402,70832,CHIEF_INVESTIGATOR,1955,Yes,10,0,1,10,12,9,2,1
403,6807,CHIEF_INVESTIGATOR,1950,No,0,0,0,4,0,8,3,5
403,9417,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,0,3,0,0,5
403,68587,CHIEF_INVESTIGATOR,1955,Yes,10,0,1,2,1,2,4,5
403,115867,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,1,5,5,12,5
403,63562,CHIEF_INVESTIGATOR,1940,No,0,1,1,0,2,5,2,5
404,69517,PRINCIPAL_SUPERVISOR,1950,Yes,15,0,0,6,4,6,32,1
405,125287,CHIEF_INVESTIGATOR,1945,Yes,0,0,2,0,0,0,0,1
406,51502,CHIEF_INVESTIGATOR,1975,Yes,0,0,0,1,5,0,1,3
406,79022,CHIEF_INVESTIGATOR,1945,No,15,1,0,0,0,0,0,3
406,10662,CHIEF_INVESTIGATOR,1955,Yes,5,0,0,1,2,4,0,3
409,13687,CHIEF_INVESTIGATOR,1970,No,0,0,2,0,0,0,0,2
409,63507,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,0,0,0,0,2
410,78727,CHIEF_INVESTIGATOR,1950,No,0,0,0,1,0,5,0,1
413,27307,CHIEF_INVESTIGATOR,1950,No,0,1,1,0,0,3,0,1
414,79032,DELEGATED_RESEARCHER,1955,Yes,15,0,1,4,9,5,2,2
414,73387,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,2
415,73882,CHIEF_INVESTIGATOR,1960,No,0,1,1,4,3,2,1,2
415,10352,CHIEF_INVESTIGATOR,1975,No,0,0,2,0,0,0,0,2
416,63117,CHIEF_INVESTIGATOR,1955,Yes,10,1,0,0,0,4,2,1
417,47517,CHIEF_INVESTIGATOR,1970,No,0,0,1,1,6,0,2,1
418,149767,CHIEF_INVESTIGATOR,1975,No,0,1,2,0,0,0,0,1
419,72037,CHIEF_INVESTIGATOR,1970,Yes,5,1,3,4,3,5,0,1
420,12917,PRINCIPAL_SUPERVISOR,1955,No,0,0,1,0,4,0,0,1
421,6077,CHIEF_INVESTIGATOR,1955,No,15,0,0,0,0,1,0,2
421,63167,CHIEF_INVESTIGATOR,1940,No,0,0,1,0,0,0,0,2
422,663742,CHIEF_INVESTIGATOR,1975,Yes,0,0,1,0,0,0,0,1
424,34502,CHIEF_INVESTIGATOR,1970,Yes,0,0,2,4,0,1,0,1
427,64162,CHIEF_INVESTIGATOR,1960,Yes,15,1,0,0,6,3,1,2
427,14842,CHIEF_INVESTIGATOR,1960,No,0,1,0,0,0,0,0,2
428,67647,CHIEF_INVESTIGATOR,1965,Yes,5,1,6,9,8,8,4,1
429,81117,CHIEF_INVESTIGATOR,1950,No,0,0,2,6,9,10,3,1
430,77162,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,2,1,2,0,1
431,74372,CHIEF_INVESTIGATOR,1955,No,0,0,0,5,17,7,2,3
431,46132,CHIEF_INVESTIGATOR,1975,Yes,0,2,3,0,0,0,0,3
431,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,7,8,2,4,3
433,78962,CHIEF_INVESTIGATOR,1955,No,0,0,2,2,2,6,1,1
434,72467,CHIEF_INVESTIGATOR,1945,Yes,10,0,1,25,5,3,1,1
435,80377,CHIEF_INVESTIGATOR,1945,Yes,15,3,1,4,4,6,1,1
436,76022,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,12,5,0,0,1
438,114227,CHIEF_INVESTIGATOR,1975,No,0,0,0,1,0,0,2,2
438,752,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,0,0,0,0,2
439,907,CHIEF_INVESTIGATOR,1955,No,0,1,0,2,0,1,0,2
439,6977,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,2
441,76627,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,8,1,1,0,1
442,10447,CHIEF_INVESTIGATOR,1970,No,0,0,1,0,3,0,0,1
443,55437,CHIEF_INVESTIGATOR,1940,Yes,0,0,4,4,0,1,1,1
444,7047,CHIEF_INVESTIGATOR,1960,No,0,0,1,8,4,3,4,1
446,67647,CHIEF_INVESTIGATOR,1965,Yes,5,1,6,9,8,8,4,1
447,77977,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,9,1,0,2
447,82502,CHIEF_INVESTIGATOR,1960,No,5,4,1,0,0,0,0,2
448,9417,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,1,0,0,4,3
448,95892,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,3
448,63562,CHIEF_INVESTIGATOR,1940,No,0,1,1,0,2,5,2,3
449,86672,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,0,0,0,3
449,8462,DELEGATED_RESEARCHER,1950,Yes,5,0,0,0,0,0,0,3
449,72037,CHIEF_INVESTIGATOR,1970,Yes,5,1,3,4,3,5,0,3
450,23412,DELEGATED_RESEARCHER,1975,No,0,0,0,0,0,0,0,1
451,85862,CHIEF_INVESTIGATOR,1950,No,0,1,0,0,3,4,2,1
452,39272,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,1,3,0,1
453,67647,CHIEF_INVESTIGATOR,1965,Yes,5,1,6,9,8,8,4,1
454,1797,CHIEF_INVESTIGATOR,1960,Yes,5,2,7,0,8,4,0,1
457,73942,CHIEF_INVESTIGATOR,1950,Yes,5,1,1,5,14,3,5,1
459,32822,PRINCIPAL_SUPERVISOR,1960,Yes,0,1,0,2,46,6,0,1
461,102762,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,2,1,0,0,1
462,4222,CHIEF_INVESTIGATOR,1960,No,10,0,2,9,11,4,2,1
463,6117,CHIEF_INVESTIGATOR,1950,No,0,1,0,0,0,0,0,1
464,78962,CHIEF_INVESTIGATOR,1955,No,0,0,2,2,2,6,1,2
464,66657,PRINCIPAL_SUPERVISOR,1965,No,0,0,0,0,0,0,0,2
465,86302,CHIEF_INVESTIGATOR,1970,Yes,0,0,5,1,0,0,0,1
468,66957,CHIEF_INVESTIGATOR,1940,Yes,15,1,0,0,2,5,1,1
469,13682,CHIEF_INVESTIGATOR,1965,Yes,0,1,0,0,12,1,0,1
470,9227,CHIEF_INVESTIGATOR,1970,Yes,0,0,3,0,2,3,3,1
471,85642,CHIEF_INVESTIGATOR,1955,Yes,0,1,5,16,21,24,6,1
472,80257,CHIEF_INVESTIGATOR,1940,No,0,0,1,2,7,2,1,3
472,80277,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,3
472,9042,CHIEF_INVESTIGATOR,1960,Yes,15,2,0,6,13,2,1,3
473,108162,CHIEF_INVESTIGATOR,1975,No,0,1,1,1,4,0,1,1
475,39457,CHIEF_INVESTIGATOR,1960,Yes,0,0,1,0,2,5,2,1
476,500417,CHIEF_INVESTIGATOR,1970,Yes,0,2,0,2,6,0,0,1
477,80167,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,8,18,1,0,1
478,33502,CHIEF_INVESTIGATOR,1965,No,0,1,0,0,1,1,1,1
479,1642,CHIEF_INVESTIGATOR,1965,No,0,0,3,0,0,0,0,2
479,70212,CHIEF_INVESTIGATOR,1940,No,0,0,0,0,0,0,0,2
480,79217,CHIEF_INVESTIGATOR,1955,No,0,1,1,3,1,0,0,1
481,86672,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,0,0,0,4
481,11102,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,0,0,0,4
481,72037,CHIEF_INVESTIGATOR,1970,Yes,5,1,3,4,3,5,0,4
481,78817,CHIEF_INVESTIGATOR,1950,Yes,15,2,0,4,8,6,2,4
482,265752,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,0,1,0,0,1
483,67502,CHIEF_INVESTIGATOR,1960,No,5,0,0,0,3,5,0,3
483,74432,CHIEF_INVESTIGATOR,1950,No,0,1,0,0,0,0,0,3
483,3692,CHIEF_INVESTIGATOR,1945,No,0,0,0,2,4,11,11,3
484,492057,CHIEF_INVESTIGATOR,1965,Yes,0,1,2,0,0,12,4,1
485,80692,CHIEF_INVESTIGATOR,1950,Yes,10,1,1,0,2,1,0,1
486,7452,CHIEF_INVESTIGATOR,1960,No,0,0,2,4,4,3,3,1
487,71037,CHIEF_INVESTIGATOR,1960,Yes,10,2,0,5,1,2,1,1
488,33167,CHIEF_INVESTIGATOR,1960,No,0,0,2,8,3,1,2,1
489,1937,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,2,7,0,0,3
489,27707,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,0,0,0,0,3
489,2367,CHIEF_INVESTIGATOR,1970,Yes,5,0,0,3,0,0,0,3
490,74877,CHIEF_INVESTIGATOR,1950,Yes,10,1,0,0,2,3,0,1
491,79802,PRINCIPAL_SUPERVISOR,1950,Yes,15,1,0,1,8,9,5,1
492,145367,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,0,0,3,1,1
494,75662,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,0,6,12,12,1
495,54922,CHIEF_INVESTIGATOR,1970,No,0,0,3,1,0,0,0,1
496,130967,CHIEF_INVESTIGATOR,1975,No,0,1,3,0,0,0,0,1
498,145857,CHIEF_INVESTIGATOR,1965,No,0,1,0,1,3,1,1,2
498,71867,CHIEF_INVESTIGATOR,1945,Yes,10,3,1,0,1,0,0,2
499,43882,CHIEF_INVESTIGATOR,1975,Yes,0,0,5,3,4,2,1,1
500,720017,CHIEF_INVESTIGATOR,1960,No,0,2,0,0,0,0,0,1
501,81892,CHIEF_INVESTIGATOR,1950,Yes,15,0,0,0,1,2,0,2
501,26107,CHIEF_INVESTIGATOR,1970,Yes,5,1,1,0,0,0,0,2
502,25217,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,9,7,4,1,1
503,69657,CHIEF_INVESTIGATOR,1955,Yes,15,2,3,0,2,9,3,1
504,85642,CHIEF_INVESTIGATOR,1955,Yes,0,1,5,16,21,24,6,1
505,77182,CHIEF_INVESTIGATOR,1970,Yes,10,0,1,7,8,5,0,1
506,4502,CHIEF_INVESTIGATOR,1955,No,0,1,2,4,8,15,2,2
506,28607,CHIEF_INVESTIGATOR,1965,Yes,0,2,1,0,0,0,0,2
507,7527,CHIEF_INVESTIGATOR,1955,No,0,0,2,4,0,3,6,1
508,44022,CHIEF_INVESTIGATOR,1965,No,0,1,3,0,0,2,0,1
510,74372,CHIEF_INVESTIGATOR,1955,No,0,0,0,5,17,7,2,3
510,10592,PRINCIPAL_SUPERVISOR,1960,Yes,5,2,2,0,0,0,0,3
510,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,7,8,2,4,3
511,16012,CHIEF_INVESTIGATOR,1960,Yes,15,1,0,2,0,2,0,3
511,65942,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,3
511,73372,CHIEF_INVESTIGATOR,1945,No,0,1,0,1,1,0,0,3
512,56387,CHIEF_INVESTIGATOR,1960,Yes,0,1,1,0,1,0,0,1
513,82892,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,75,6,4,2,1
514,5117,CHIEF_INVESTIGATOR,1960,Yes,5,0,1,8,22,6,0,1
515,70647,CHIEF_INVESTIGATOR,1940,No,0,0,0,22,2,3,3,2
515,12527,CHIEF_INVESTIGATOR,1945,No,0,0,0,0,0,0,0,2
516,15927,CHIEF_INVESTIGATOR,1960,No,0,0,1,0,0,1,1,1
518,8772,CHIEF_INVESTIGATOR,1965,No,0,3,2,3,6,3,1,4
518,75142,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,4
518,6942,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,1,4
518,66322,PRINCIPAL_SUPERVISOR,1955,No,10,0,0,14,3,2,0,4
519,74162,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,10,19,7,6,2
519,37302,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,2
520,20122,CHIEF_INVESTIGATOR,1965,Yes,0,0,1,0,7,2,1,1
521,31322,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,0,0,0,0,2
521,79742,CHIEF_INVESTIGATOR,1950,No,0,0,0,0,0,0,0,2
522,29512,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,0,3,0,2,1
525,3182,CHIEF_INVESTIGATOR,1965,Yes,5,0,0,0,6,16,9,6
525,18377,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,0,0,0,6
525,9657,CHIEF_INVESTIGATOR,1965,Yes,0,2,0,0,4,0,3,6
